1996	mens-individual-time-trial	Gold	ESP	Miguel IndurÃ¡in	miguel-indurain-1	http://www.sports-reference.com/olympics/athletes/in/miguel-indurain-1.html
1996	mens-individual-time-trial	Silver	ESP	Abraham Olano	abraham-olano-1	http://www.sports-reference.com/olympics/athletes/ol/abraham-olano-1.html
1996	mens-individual-time-trial	Bronze	GBR	Chris Boardman	chris-boardman-1	http://www.sports-reference.com/olympics/athletes/bo/chris-boardman-1.html
1992	mens-100-kilometres-team-time-trial	Gold	GER	Germany		http://www.sports-reference.com/olympics/countries/GER/summer/1992/CYC/
1992	mens-100-kilometres-team-time-trial	Silver	ITA	Italy		http://www.sports-reference.com/olympics/countries/ITA/summer/1992/CYC/
1992	mens-100-kilometres-team-time-trial	Bronze	FRA	France		http://www.sports-reference.com/olympics/countries/FRA/summer/1992/CYC/
1988	mens-100-kilometres-team-time-trial	Gold	GDR	East Germany		http://www.sports-reference.com/olympics/countries/GDR/summer/1988/CYC/
1988	mens-100-kilometres-team-time-trial	Silver	POL	Poland		http://www.sports-reference.com/olympics/countries/POL/summer/1988/CYC/
1988	mens-100-kilometres-team-time-trial	Bronze	SWE	Sweden		http://www.sports-reference.com/olympics/countries/SWE/summer/1988/CYC/
1984	mens-100-kilometres-team-time-trial	Gold	ITA	Italy		http://www.sports-reference.com/olympics/countries/ITA/summer/1984/CYC/
1984	mens-100-kilometres-team-time-trial	Silver	SUI	Switzerland		http://www.sports-reference.com/olympics/countries/SUI/summer/1984/CYC/
1984	mens-100-kilometres-team-time-trial	Bronze	USA	United States		http://www.sports-reference.com/olympics/countries/USA/summer/1984/CYC/
1980	mens-100-kilometres-team-time-trial	Gold	URS	Soviet Union		http://www.sports-reference.com/olympics/countries/URS/summer/1980/CYC/
1980	mens-100-kilometres-team-time-trial	Silver	GDR	East Germany		http://www.sports-reference.com/olympics/countries/GDR/summer/1980/CYC/
1980	mens-100-kilometres-team-time-trial	Bronze	TCH	Czechoslovakia		http://www.sports-reference.com/olympics/countries/TCH/summer/1980/CYC/
